SendDate,Solar Power (kW),Solar energy Generation  (kWh),consumptionValue (kW)
07-02-2024 15:01,284,-0.1,
07-02-2024 15:03,160,0.8,0.51
07-02-2024 15:04,161,0.8,0.52
07-02-2024 15:05,163,0.8,0.48
07-02-2024 15:06,160,0.8,0.48
07-02-2024 15:10,163,0.8,0.47
07-02-2024 15:11,163,0.8,0.46
07-02-2024 15:12,160,0.8,0.49
07-02-2024 15:16,161,-0.1,
07-02-2024 15:17,162,0.8,0.47
07-02-2024 15:20,160,0.8,0.48
07-02-2024 15:21,160,0.8,0.48
07-02-2024 15:22,159,0.8,0.48
07-02-2024 15:23,160,0.8,0.47
07-02-2024 15:25,161,0.8,0.49
07-02-2024 15:28,158,-0.1,
07-02-2024 15:30,161,0.8,0.48
07-02-2024 15:31,159,0.8,0.48
07-02-2024 15:34,160,0.9,0.48
07-02-2024 15:35,162,0.9,0.49
07-02-2024 15:36,158,0.9,0.48
07-02-2024 15:40,161,0.9,0.47
07-02-2024 15:41,161,0.9,0.49
07-02-2024 15:43,160,0.9,0.48
07-02-2024 15:44,160,0.9,0.5
07-02-2024 15:46,161,0.9,0.5
07-02-2024 15:48,161,-0.1,
07-02-2024 15:50,162,0.9,0.5
07-02-2024 15:51,158,-0.1,
07-02-2024 15:53,157,-0.1,
07-02-2024 15:55,155,-0.1,
07-02-2024 15:57,158,0.9,0.5
07-02-2024 15:58,156,0.9,0.5
07-02-2024 16:00,155,0.9,0.49
07-02-2024 16:01,154,0.9,0.5
07-02-2024 16:02,154,0.9,0.49
07-02-2024 16:06,152,-0.1,
07-02-2024 16:07,154,-0.1,
07-02-2024 16:09,151,0.9,0.97
07-02-2024 16:12,151,0.9,0.52
07-02-2024 16:13,149,0.9,0.52
07-02-2024 16:14,150,0.9,0.52
07-02-2024 16:17,150,-0.1,
07-02-2024 16:18,150,1,0.97
07-02-2024 16:21,151,1,0.53
07-02-2024 16:24,156,1,0.84
07-02-2024 16:25,153,1,0.52
07-02-2024 16:27,157,-0.1,
07-02-2024 16:28,157,1,0.51
07-02-2024 16:29,156,-0.1,
07-02-2024 16:32,208,1,0.53
07-02-2024 16:34,160,1,1
07-02-2024 16:35,157,1,0.99
07-02-2024 16:36,160,1,0.98
07-02-2024 16:37,157,1,0.55
07-02-2024 16:42,161,-0.1,
07-02-2024 16:43,158,1,0.54
07-02-2024 16:44,158,1,0.53
07-02-2024 16:47,158,-0.1,
07-02-2024 16:48,159,-0.1,
07-02-2024 16:50,158,1,0.53
07-02-2024 16:53,160,1,0.55
07-02-2024 16:54,159,1,0.54
07-02-2024 16:55,158,1,0.54
07-02-2024 16:58,162,1,0.58
07-02-2024 16:59,160,1,0.58
07-02-2024 17:01,160,1,0.58
07-02-2024 17:02,159,1,0.57
07-02-2024 17:04,157,-0.1,
07-02-2024 17:07,157,-0.1,
07-02-2024 17:08,157,1.1,0.57
07-02-2024 17:10,158,1.1,0.58
07-02-2024 17:12,154,1.1,0.57
07-02-2024 17:14,157,-0.1,
07-02-2024 17:15,154,-0.1,
07-02-2024 17:16,155,1.1,0.59
07-02-2024 17:18,156,-0.1,
07-02-2024 17:21,154,1.1,0.59
07-02-2024 17:22,155,1.1,0.56
07-02-2024 17:25,151,1.1,0.57
07-02-2024 17:28,155,1.1,0.57
07-02-2024 17:29,153,1.1,0.57
07-02-2024 17:31,151,1.1,0.58
07-02-2024 17:32,153,1.1,0.57
07-02-2024 17:33,150,1.1,0.57
07-02-2024 17:37,151,1.1,0.57
07-02-2024 17:38,152,1.1,0.58
07-02-2024 17:40,151,1.1,0.56
07-02-2024 17:41,151,-0.1,
07-02-2024 17:43,154,1.1,0.56
07-02-2024 17:45,150,-0.1,
07-02-2024 17:47,149,1.1,0.57
07-02-2024 17:48,150,-0.1,
07-02-2024 17:50,149,1.1,0.56
07-02-2024 17:51,149,1.1,0.57
07-02-2024 17:53,149,1.1,0.57
07-02-2024 17:55,148,1.1,0.56
07-02-2024 17:56,147,1.2,0.57
07-02-2024 17:59,144,1.2,0.53
07-02-2024 18:00,145,1.2,0.55
07-02-2024 18:02,143,1.2,0.54
07-02-2024 18:05,141,-0.1,
07-02-2024 18:07,141,1.2,0.53
07-02-2024 18:08,141,1.2,0.52
07-02-2024 18:09,141,1.2,0.53
07-02-2024 18:14,141,1.2,0.55
07-02-2024 18:19,141,1.2,0.54
07-02-2024 18:26,141,1.2,0.52
07-02-2024 18:31,141,1.2,0.54
07-02-2024 18:36,141,1.2,0.53
07-02-2024 18:41,141,1.2,0.54
07-02-2024 18:47,141,1.2,0.5
07-02-2024 18:52,141,1.2,0.51
07-02-2024 18:57,141,1.2,0.5
07-02-2024 19:03,141,1.2,0.49
07-02-2024 19:08,141,1.2,0.48
07-02-2024 19:10,141,1.2,0.4
07-02-2024 19:13,141,1.2,0.4
07-02-2024 19:18,141,1.2,0.39
07-02-2024 19:24,141,1.2,0.38
07-02-2024 19:29,141,1.2,0.37
07-02-2024 19:34,141,1.2,0.37
07-02-2024 19:39,141,1.2,0.37
07-02-2024 19:45,141,1.2,0.42
07-02-2024 19:50,141,1.2,0.4
07-02-2024 19:55,141,1.2,0.31
07-02-2024 20:00,141,1.2,0.31
07-02-2024 20:03,141,1.2,0.35
07-02-2024 20:06,141,1.2,0.34
07-02-2024 20:11,141,1.2,0.33
07-02-2024 20:16,141,1.2,0.35
07-02-2024 20:21,141,1.2,0.35
07-02-2024 20:27,141,0,0.34
07-02-2024 20:33,141,0,0.35
07-02-2024 20:38,141,0,0.34
07-02-2024 20:43,141,0,0.35
07-02-2024 20:48,141,0,0.36
07-02-2024 20:53,141,0,0.34
07-02-2024 20:58,141,0,0.35
07-02-2024 21:03,141,0,0.35
07-02-2024 21:09,141,0,0.33
07-02-2024 21:14,141,0,0.34
07-02-2024 21:19,141,0,0.32
07-02-2024 21:25,141,0,0.33
07-02-2024 21:30,141,0,0.32
07-02-2024 21:36,141,0,0.33
07-02-2024 21:41,141,0,0.33
07-02-2024 21:46,141,0,0.32
07-02-2024 21:51,141,0,0.32
07-02-2024 21:57,141,0,0.32
07-02-2024 22:02,141,0,0.33
07-02-2024 22:07,141,0,0.32
07-02-2024 22:12,141,0,0.32
07-02-2024 22:17,141,0,0.32
07-02-2024 22:24,141,0,0.33
07-02-2024 22:24,141,0,0.35
07-02-2024 22:29,141,0,0.33
07-02-2024 22:32,141,0,0.29
07-02-2024 22:34,141,0,0.29
07-02-2024 22:39,141,0,0.31
07-02-2024 22:45,141,0,0.3
07-02-2024 22:50,141,0,0.31
07-02-2024 22:55,141,0,0.31
07-02-2024 23:00,141,0,0.32
07-02-2024 23:06,141,0,0.31
07-02-2024 23:11,141,0,0.33
07-02-2024 23:16,141,0,0.32
07-02-2024 23:21,141,0,0.31
07-02-2024 23:28,141,0,0.33
07-02-2024 23:33,141,0,0.33
07-02-2024 23:38,141,0,0.31
07-02-2024 23:43,141,0,0.35
07-02-2024 23:48,141,0,0.33
07-02-2024 23:53,141,0,0.31
07-02-2024 23:59,141,0,0.3
07-03-2024 00:04,141,0,0.29
07-03-2024 00:09,141,0,0.32
07-03-2024 00:14,141,0,0.31
07-03-2024 00:20,141,0,0.32
07-03-2024 00:25,141,0,0.32
07-03-2024 00:31,141,0,0.33
07-03-2024 00:36,141,0,0.32
07-03-2024 00:42,141,0,0.34
07-03-2024 00:47,141,0,0.33
07-03-2024 00:53,141,0,0.33
07-03-2024 00:58,141,0,0.32
07-03-2024 01:03,141,0,0.32
07-03-2024 01:08,141,0,0.33
07-03-2024 01:13,141,0,0.34
07-03-2024 01:18,141,0,0.34
07-03-2024 01:25,141,0,0.32
07-03-2024 01:30,141,0,0.32
07-03-2024 01:35,141,0,0.32
07-03-2024 01:40,141,0,0.31
07-03-2024 01:45,141,0,0.33
07-03-2024 01:51,141,0,0.32
07-03-2024 01:56,141,0,0.33
07-03-2024 02:01,141,0,0.33
07-03-2024 02:06,141,0,0.33
07-03-2024 02:12,141,0,0.33
07-03-2024 02:18,141,0,0.33
07-03-2024 02:23,141,0,0.33
07-03-2024 02:28,141,0,0.33
07-03-2024 02:34,141,0,0.33
07-03-2024 02:39,141,0,0.33
07-03-2024 02:45,141,0,0.35
07-03-2024 02:50,141,0,0.35
07-03-2024 02:55,141,0,0.35
07-03-2024 03:00,141,0,0.35
07-03-2024 03:05,141,0,0.36
07-03-2024 03:11,141,0,0.36
07-03-2024 03:16,141,0,0.36
07-03-2024 03:22,141,0,0.36
07-03-2024 03:27,141,0,0.36
07-03-2024 03:33,141,0,0.35
07-03-2024 03:38,141,0,0.36
07-03-2024 03:43,141,0,0.36
07-03-2024 03:49,141,0,0.36
07-03-2024 03:55,141,0,0.36
07-03-2024 04:00,141,0,0.35
07-03-2024 04:05,141,0,0.36
07-03-2024 04:10,141,0,0.36
07-03-2024 04:15,141,0,0.35
07-03-2024 04:21,141,0,0.34
07-03-2024 04:26,141,0,0.33
07-03-2024 04:32,141,0,0.34
07-03-2024 04:37,141,0,0.33
07-03-2024 04:43,141,0,0.33
07-03-2024 04:48,141,0,0.33
07-03-2024 04:53,141,0,0.34
07-03-2024 04:58,141,0,0.34
07-03-2024 05:03,141,0,0.41
07-03-2024 05:08,141,0,0.42
07-03-2024 05:13,141,0,0.42
07-03-2024 05:19,141,0,0.42
07-03-2024 05:25,141,0,0.45
07-03-2024 05:30,141,0,0.43
07-03-2024 05:35,141,0,0.43
07-03-2024 05:40,141,0,0.6
07-03-2024 05:45,141,0,0.45
07-03-2024 05:51,141,0,0.37
07-03-2024 05:56,141,0,0.36
07-03-2024 05:57,145,0,0.37
07-03-2024 06:00,143,0,0.38
07-03-2024 06:01,145,0,0.38
07-03-2024 06:03,145,0,0.39
07-03-2024 06:05,147,0,0.39
07-03-2024 06:06,149,0,0.39
07-03-2024 06:07,145,-0.1,
07-03-2024 06:10,145,0,0.37
07-03-2024 06:11,147,-0.1,
07-03-2024 06:13,144,0,0.37
07-03-2024 06:16,148,0,0.37
07-03-2024 06:17,148,0,0.37
07-03-2024 06:19,147,-0.1,
07-03-2024 06:22,149,0,0.36
07-03-2024 06:24,148,0,0.36
07-03-2024 06:25,146,0,0.35
07-03-2024 06:28,149,0,0.35
07-03-2024 06:30,152,0,0.35
07-03-2024 06:31,151,0,0.35
07-03-2024 06:34,148,-0.1,
07-03-2024 06:36,149,-0.1,
07-03-2024 06:38,149,-0.1,
07-03-2024 06:39,151,0.1,0.34
07-03-2024 06:41,150,0.1,0.35
07-03-2024 06:43,155,0.1,0.35
07-03-2024 06:44,152,0.1,0.35
07-03-2024 06:46,153,0.1,0.35
07-03-2024 06:47,152,0.1,0.35
07-03-2024 06:48,152,0.1,0.34
07-03-2024 06:51,153,0.1,0.35
07-03-2024 06:52,155,0.1,0.35
07-03-2024 06:54,152,0.1,0.36
07-03-2024 06:58,157,-0.1,
07-03-2024 06:59,155,0.1,0.34
07-03-2024 07:00,156,0.1,0.35
07-03-2024 07:03,153,0.1,0.35
07-03-2024 07:05,155,-0.1,
07-03-2024 07:06,156,0.1,0.35
07-03-2024 07:09,156,-0.1,
07-03-2024 07:10,156,0.1,0.36
07-03-2024 07:12,155,0.1,0.35
07-03-2024 07:13,156,0.1,0.35
07-03-2024 07:15,154,0.1,0.38
07-03-2024 07:18,155,0.1,0.36
07-03-2024 07:19,155,-0.1,
07-03-2024 07:21,155,-0.1,
07-03-2024 07:23,157,0.1,0.36
07-03-2024 07:25,158,0.1,0.36
07-03-2024 07:27,158,0.2,0.36
07-03-2024 07:28,155,0.2,0.36
07-03-2024 07:30,155,0.2,0.34
07-03-2024 07:31,156,0.2,0.35
07-03-2024 07:33,158,-0.1,
07-03-2024 07:34,157,0.2,0.34
07-03-2024 07:36,157,0.2,0.33
07-03-2024 07:39,156,0.2,0.33
07-03-2024 07:40,156,-0.1,
07-03-2024 07:41,154,0.2,0.33
07-03-2024 07:42,154,0.2,0.33
07-03-2024 07:44,151,0.2,0.34
07-03-2024 07:47,152,0.2,0.34
07-03-2024 07:48,151,-0.1,
07-03-2024 07:49,154,0.2,0.34
07-03-2024 07:53,154,0.2,0.34
07-03-2024 07:54,156,0.2,0.32
07-03-2024 07:55,155,0.2,0.33
07-03-2024 07:59,155,-0.1,
07-03-2024 08:01,155,-0.1,
07-03-2024 08:02,153,0.2,0.34
07-03-2024 08:04,154,0.2,0.33
07-03-2024 08:06,154,0.2,0.33
07-03-2024 08:07,156,0.2,0.36
07-03-2024 08:10,156,0.2,0.36
07-03-2024 08:11,157,0.2,0.36
07-03-2024 08:13,158,0.2,0.36
07-03-2024 08:14,160,0.2,0.35
07-03-2024 08:15,159,0.3,0.35
07-03-2024 08:20,156,-0.1,
07-03-2024 08:21,159,0.3,0.35
07-03-2024 08:22,159,0.3,0.35
07-03-2024 08:25,196,0.3,0.37
07-03-2024 08:26,157,0.3,0.37
07-03-2024 08:28,165,-0.1,
07-03-2024 08:31,155,-0.1,
07-03-2024 08:33,152,0.3,0.37
07-03-2024 08:35,154,0.3,0.38
07-03-2024 08:37,151,0.3,0.37
07-03-2024 08:38,151,0.3,0.37
07-03-2024 08:39,149,-0.1,
07-03-2024 08:42,148,0.3,0.39
07-03-2024 08:44,146,-0.1,
07-03-2024 08:45,144,0.3,0.39
07-03-2024 08:46,144,0.3,0.39
07-03-2024 08:48,148,-0.1,
07-03-2024 08:50,152,-0.1,
07-03-2024 08:52,156,0.3,0.37
07-03-2024 08:53,158,0.3,0.39
07-03-2024 08:55,160,0.3,0.39
07-03-2024 08:56,158,-0.1,
07-03-2024 08:58,156,0.3,0.32
07-03-2024 08:59,156,0.3,0.33
07-03-2024 09:02,159,0.3,0.32
07-03-2024 09:03,155,0.3,0.33
07-03-2024 09:05,156,0.3,0.35
07-03-2024 09:06,155,0.4,0.34
07-03-2024 09:07,155,0.4,0.34
07-03-2024 09:09,155,0.4,0.34
07-03-2024 09:10,153,0.4,0.33
07-03-2024 09:13,158,0.4,0.33
07-03-2024 09:15,157,0.4,0.35
07-03-2024 09:16,159,0.4,0.33
07-03-2024 09:19,162,0.4,0.34
07-03-2024 09:20,163,-0.1,
07-03-2024 09:23,164,-0.1,
07-03-2024 09:24,164,0.4,0.35
07-03-2024 09:26,161,0.4,0.36
07-03-2024 09:27,164,0.4,0.36
07-03-2024 09:29,164,-0.1,
07-03-2024 09:30,165,0.4,0.36
07-03-2024 09:31,161,0.4,0.36
07-03-2024 09:34,161,0.4,0.37
07-03-2024 09:35,164,0.4,0.36
07-03-2024 09:36,162,0.4,0.41
07-03-2024 09:40,255,0.4,0.43
07-03-2024 09:41,166,0.4,0.4
07-03-2024 09:42,161,0.4,0.4
07-03-2024 09:46,162,0.4,0.4
07-03-2024 09:47,163,0.4,0.46
07-03-2024 09:48,163,0.4,0.46
07-03-2024 09:52,160,0.4,0.47
07-03-2024 09:53,162,0.5,0.44
07-03-2024 09:55,165,-0.1,
07-03-2024 09:56,162,0.5,0.45
07-03-2024 09:57,164,0.5,0.62
07-03-2024 10:00,162,0.5,0.45
07-03-2024 10:01,163,0.5,0.59
07-03-2024 10:03,160,0.5,0.71
07-03-2024 10:05,164,-0.1,
07-03-2024 10:06,161,0.5,0.46
07-03-2024 10:07,162,0.5,0.64
07-03-2024 10:08,159,0.5,0.71
07-03-2024 10:11,161,0.5,0.44
07-03-2024 10:13,160,0.5,0.45
07-03-2024 10:14,159,-0.1,
07-03-2024 10:17,164,0.5,0.6
07-03-2024 10:19,161,0.5,0.7
07-03-2024 10:20,160,-0.1,
07-03-2024 10:22,157,0.5,0.61
07-03-2024 10:25,158,0.5,0.46
07-03-2024 10:26,156,0.5,0.44
07-03-2024 10:27,155,0.5,0.42
07-03-2024 10:30,153,0.5,0.44
07-03-2024 10:31,154,0.5,0.44
07-03-2024 10:33,155,-0.1,
07-03-2024 10:34,153,0.5,0.49
07-03-2024 10:35,151,0.5,0.45
07-03-2024 10:38,151,0.5,0.47
07-03-2024 10:40,148,-0.1,
07-03-2024 10:41,148,0.6,0.51
07-03-2024 10:43,151,0.6,0.51
07-03-2024 10:45,154,0.6,0.51
07-03-2024 10:46,157,0.6,0.51
07-03-2024 10:48,159,-0.1,
07-03-2024 10:50,158,-0.1,
07-03-2024 10:52,162,0.6,0.55
07-03-2024 10:53,159,0.6,0.56
07-03-2024 10:55,158,0.6,0.55
07-03-2024 10:57,161,-0.1,
07-03-2024 10:58,161,-0.1,
07-03-2024 11:01,161,0.6,0.65
07-03-2024 11:03,161,0.6,0.56
07-03-2024 11:04,160,0.6,0.57
07-03-2024 11:05,158,0.6,0.59
07-03-2024 11:07,161,-0.1,
07-03-2024 11:10,157,-0.1,
07-03-2024 11:11,157,0.6,0.53
07-03-2024 11:13,155,-0.1,
07-03-2024 11:16,159,0.6,0.55
07-03-2024 11:17,162,-0.1,
07-03-2024 11:20,160,-0.1,
07-03-2024 11:21,161,0.6,0.54
07-03-2024 11:22,158,0.6,0.53
07-03-2024 11:24,162,0.6,0.55
07-03-2024 11:25,162,0.6,0.56
07-03-2024 11:28,178,-0.1,
07-03-2024 11:30,163,0.7,0.42
07-03-2024 11:31,163,0.7,0.41
07-03-2024 11:34,159,0.7,0.42
07-03-2024 11:36,158,0.7,0.41
07-03-2024 11:37,158,-0.1,
07-03-2024 11:40,153,-0.1,
07-03-2024 11:41,153,-0.1,
07-03-2024 11:43,154,-0.1,
07-03-2024 11:45,154,0.7,0.41
07-03-2024 11:47,155,-0.1,
07-03-2024 11:48,153,0.7,0.4
07-03-2024 11:50,154,-0.1,
07-03-2024 11:51,205,0.7,0.39
07-03-2024 11:53,155,-0.1,
07-03-2024 11:54,156,0.7,0.4
07-03-2024 11:55,155,0.7,0.4
07-03-2024 11:57,157,0.7,0.42
07-03-2024 12:00,148,0.7,0.42
07-03-2024 12:01,148,0.7,0.42
07-03-2024 12:03,152,0.7,0.42
07-03-2024 12:04,153,0.7,0.41
07-03-2024 12:05,153,0.7,0.41
07-03-2024 12:09,151,0.7,0.49
07-03-2024 12:10,151,0.7,0.5
07-03-2024 12:12,150,-0.1,
07-03-2024 12:13,153,0.7,0.49
07-03-2024 12:15,154,0.7,0.49
07-03-2024 12:17,152,0.8,0.48
07-03-2024 12:18,152,0.8,0.48
07-03-2024 12:20,150,0.8,0.49
07-03-2024 12:22,149,0.8,0.48
07-03-2024 12:23,146,0.8,0.49
07-03-2024 12:27,149,-0.1,
07-03-2024 12:28,146,0.8,0.48
07-03-2024 12:30,146,0.8,0.48
07-03-2024 12:32,149,0.8,0.49
07-03-2024 12:34,151,-0.1,
07-03-2024 12:35,152,-0.1,
07-03-2024 12:37,156,0.8,0.48
07-03-2024 12:38,155,0.8,0.48
07-03-2024 12:41,157,0.8,0.48
07-03-2024 12:43,160,0.8,0.48
07-03-2024 12:44,160,0.8,0.48
07-03-2024 12:45,160,0.8,0.49
07-03-2024 12:47,160,0.8,0.48
07-03-2024 12:48,159,0.8,0.49
07-03-2024 12:50,157,0.8,0.49
07-03-2024 12:51,157,0.8,0.48
07-03-2024 12:52,156,0.8,0.49
07-03-2024 12:55,160,-0.1,
07-03-2024 12:57,163,0.8,0.48
07-03-2024 12:59,161,-0.1,
07-03-2024 13:01,164,0.8,0.49
07-03-2024 13:03,162,0.8,0.48
07-03-2024 13:04,163,0.9,0.48
07-03-2024 13:06,163,0.9,0.49
07-03-2024 13:07,161,0.9,0.48
07-03-2024 13:10,160,-0.1,
07-03-2024 13:11,164,0.9,0.49
07-03-2024 13:12,161,0.9,0.48
07-03-2024 13:15,160,0.9,0.48
07-03-2024 13:16,164,0.9,0.48
07-03-2024 13:17,162,0.9,0.49
07-03-2024 13:21,163,0.9,0.49
07-03-2024 13:24,162,0.9,0.48
07-03-2024 13:25,226,0.9,0.49
07-03-2024 13:26,163,0.9,0.48
07-03-2024 13:27,161,0.9,0.48
07-03-2024 13:31,158,-0.1,
07-03-2024 13:32,161,0.9,0.49
07-03-2024 13:34,159,0.9,0.48
07-03-2024 13:35,157,-0.1,
07-03-2024 13:37,161,-0.1,
07-03-2024 13:39,156,0.9,0.48
07-03-2024 13:40,155,0.9,0.48
07-03-2024 13:42,156,0.9,0.47
07-03-2024 13:44,154,0.9,0.48
07-03-2024 13:45,150,0.9,0.43
07-03-2024 13:46,153,0.9,0.43
07-03-2024 13:47,150,0.9,0.42
07-03-2024 13:50,153,0.9,0.42
07-03-2024 13:52,155,1,0.42
07-03-2024 13:53,152,1,0.43
07-03-2024 13:57,156,1,0.42
07-03-2024 13:58,154,1,0.43
07-03-2024 14:00,154,1,0.42
07-03-2024 14:02,153,-0.1,
07-03-2024 14:04,153,1,0.43
07-03-2024 14:05,156,1,0.43
07-03-2024 14:06,157,1,0.43
07-03-2024 14:08,156,1,0.44
07-03-2024 14:11,159,-0.1,
07-03-2024 14:12,158,1,0.47
07-03-2024 14:15,156,1,0.47
07-03-2024 14:16,159,1,0.47
07-03-2024 14:17,157,1,0.47
07-03-2024 14:21,159,1,0.47
07-03-2024 14:22,160,1,0.46
07-03-2024 14:23,159,1,0.46
07-03-2024 14:24,157,1,0.44
07-03-2024 14:26,156,-0.1,
07-03-2024 14:30,160,1,0.43
07-03-2024 14:31,158,1,0.44
07-03-2024 14:33,161,-0.1,
07-03-2024 14:35,162,1,0.44
07-03-2024 14:36,161,1,0.44
07-03-2024 14:37,161,1,0.42
07-03-2024 14:41,161,1.1,0.42
07-03-2024 14:42,161,1.1,0.42
07-03-2024 14:44,161,-0.1,
07-03-2024 14:46,160,1.1,0.42
07-03-2024 14:48,163,-0.1,
07-03-2024 14:50,164,-0.1,
07-03-2024 14:51,163,1.1,0.42
07-03-2024 14:52,165,1.1,0.42
07-03-2024 14:55,166,1.1,0.42
07-03-2024 14:57,166,-0.1,
07-03-2024 14:58,164,1.1,0.4
07-03-2024 15:01,166,1.1,0.39
07-03-2024 15:02,168,1.1,0.41
07-03-2024 15:03,165,1.1,0.42
07-03-2024 15:07,166,1.1,0.42
07-03-2024 15:08,165,-0.1,
07-03-2024 15:09,164,1.1,0.42
07-03-2024 15:11,167,-0.1,
07-03-2024 15:12,164,1.1,0.35
07-03-2024 15:14,164,1.1,0.36
07-03-2024 15:15,162,1.1,0.36
07-03-2024 15:16,165,1.1,0.36
07-03-2024 15:17,163,1.1,0.38
07-03-2024 15:22,165,-0.1,
07-03-2024 15:24,165,1.1,0.43
07-03-2024 15:25,164,1.2,0.42
07-03-2024 15:28,160,-0.1,
07-03-2024 15:29,163,1.2,0.38
07-03-2024 15:30,161,1.2,0.39
07-03-2024 15:32,159,1.2,0.39
07-03-2024 15:33,161,1.2,0.38
07-03-2024 15:36,163,1.2,0.43
07-03-2024 15:38,163,1.2,0.41
07-03-2024 15:39,159,-0.1,
07-03-2024 15:41,161,1.2,0.41
07-03-2024 15:43,163,-0.1,
07-03-2024 15:44,162,1.2,0.37
07-03-2024 15:45,159,1.2,0.37
07-03-2024 15:48,160,-0.1,
07-03-2024 15:50,159,1.2,0.38
07-03-2024 15:51,160,-0.1,
07-03-2024 15:54,160,-0.1,
07-03-2024 15:55,161,1.2,0.41
07-03-2024 15:57,158,1.2,0.41
07-03-2024 15:59,161,1.2,0.43
07-03-2024 16:01,158,-0.1,
07-03-2024 16:02,160,1.2,0.42
07-03-2024 16:05,159,-0.1,
07-03-2024 16:06,161,1.2,0.42
07-03-2024 16:08,161,1.2,0.42
07-03-2024 16:11,160,-0.1,
07-03-2024 16:12,159,1.3,0.46
07-03-2024 16:14,160,-0.1,
07-03-2024 16:15,162,1.3,0.46
07-03-2024 16:17,159,-0.1,
07-03-2024 16:20,160,-0.1,
07-03-2024 16:21,161,1.3,0.47
07-03-2024 16:24,159,-0.1,
07-03-2024 16:26,156,1.3,0.48
07-03-2024 16:27,160,1.3,0.49
07-03-2024 16:29,159,1.3,0.47
07-03-2024 16:31,158,1.3,0.49
07-03-2024 16:32,158,1.3,0.49
07-03-2024 16:33,157,1.3,0.47
07-03-2024 16:35,154,1.3,0.49
07-03-2024 16:38,154,1.3,0.49
07-03-2024 16:39,155,-0.1,
07-03-2024 16:41,156,1.3,0.48
07-03-2024 16:42,155,-0.1,
07-03-2024 16:44,156,-0.1,
07-03-2024 16:45,160,1.3,0.49
07-03-2024 16:47,159,-0.1,
07-03-2024 16:49,157,-0.1,
07-03-2024 16:51,158,1.3,0.49
07-03-2024 16:52,158,1.3,0.48
07-03-2024 16:53,158,1.3,0.48
07-03-2024 16:54,158,1.3,0.49
07-03-2024 16:57,158,1.3,0.48
07-03-2024 16:58,372,1.3,0.45
07-03-2024 16:59,391,1.4,0.38
07-03-2024 17:04,-1,1.4,
07-03-2024 17:07,305,1.4,
07-03-2024 17:11,286,1.4,0.43
07-03-2024 17:15,158,1.4,0.42
07-03-2024 17:17,158,1.4,0.43
07-03-2024 17:18,157,-0.1,
07-03-2024 17:21,157,-0.1,
07-03-2024 17:22,156,1.4,0.43
07-03-2024 17:24,153,1.5,0.43
07-03-2024 17:27,154,1.5,0.42
07-03-2024 17:28,155,1.5,0.44
07-03-2024 17:30,153,-0.1,
07-03-2024 17:33,148,1.5,0.42
07-03-2024 17:34,147,1.5,0.44
07-03-2024 17:36,147,1.5,0.41
07-03-2024 17:39,151,-0.1,
07-03-2024 17:40,149,1.5,0.44
07-03-2024 17:42,152,-0.1,
07-03-2024 17:43,153,1.5,0.46
07-03-2024 17:45,151,-0.1,
07-03-2024 17:46,153,1.5,0.43
07-03-2024 17:47,149,1.5,0.44
07-03-2024 17:49,152,1.5,0.44
07-03-2024 17:50,153,-0.1,
07-03-2024 17:53,152,1.5,0.43
07-03-2024 17:55,152,1.5,0.44
07-03-2024 17:56,154,-0.1,
07-03-2024 17:58,153,1.5,0.43
07-03-2024 17:59,153,1.5,0.41
07-03-2024 18:00,152,1.5,0.47
07-03-2024 18:01,151,1.5,0.46
07-03-2024 18:03,153,-0.1,
07-03-2024 18:04,152,1.5,0.46
07-03-2024 18:07,151,-0.1,
07-03-2024 18:09,152,1.5,0.46
07-03-2024 18:11,151,-0.1,
07-03-2024 18:12,151,-0.1,
07-03-2024 18:14,149,-0.1,0.46
07-03-2024 18:17,146,1.6,0.46
07-03-2024 18:18,147,1.6,0.45
07-03-2024 18:20,145,1.6,0.47
07-03-2024 18:22,143,1.6,0.39
07-03-2024 18:25,143,1.6,0.4
07-03-2024 18:29,121,1.6,0.4
07-03-2024 18:30,130,1.6,0.38
07-03-2024 18:32,122,1.6,0.44
07-03-2024 18:33,114,1.6,0.44
07-03-2024 18:35,120,1.6,0.45
07-03-2024 18:36,116,1.6,0.4
07-03-2024 18:37,116,1.6,0.44
07-03-2024 18:39,118,-0.1,
07-03-2024 18:41,112,1.6,0.42
07-03-2024 18:42,112,1.6,0.42
07-03-2024 18:43,112,1.6,0.41
07-03-2024 18:48,112,1.6,0.42
07-03-2024 18:53,112,1.6,0.42
07-03-2024 18:59,112,1.6,0.43
07-03-2024 19:04,112,1.6,0.42
07-03-2024 19:09,112,1.6,0.4
07-03-2024 19:10,112,1.6,0.42
07-03-2024 19:11,112,1.6,0.42
07-03-2024 19:14,112,1.6,0.42
07-03-2024 19:19,112,1.6,0.4
07-03-2024 19:25,112,1.6,0.33
07-03-2024 19:31,112,1.6,0.32
07-03-2024 19:32,112,1.6,0.32
07-03-2024 19:37,112,1.6,0.33
07-03-2024 19:42,112,1.6,0.32
07-03-2024 19:48,112,1.6,0.38
07-03-2024 19:53,112,1.6,0.38
07-03-2024 19:54,112,1.6,0.37
07-03-2024 19:55,112,1.6,0.36
07-03-2024 19:58,112,1.6,0.36
07-03-2024 20:03,112,1.6,0.36
07-03-2024 20:08,112,1.6,0.36
07-03-2024 20:13,112,1.6,0.35
07-03-2024 20:19,112,0,0.32
07-03-2024 20:25,112,0,0.33
07-03-2024 20:30,112,0,0.32
