Senddate,Hours,Solar energy Generation  (kWh),consumptionValue (kW),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU_rates (INR),Predicted Solar energy Generation (kWh),Predicted TOU_rates (INR),Cummulative Energy Consumption
03-07-2024,02:28,0,0.33,0.1,0.07,0.029,0.066,10,0,10,337.67
03-07-2024,02:34,0,0.33,0.002,0.018,0.106,0.168,10,0,10,338
03-07-2024,02:39,0,0.33,0.09,0.082,0.239,0.114,10,0,10,338.33
03-07-2024,02:45,0,0.35,0.109,0.082,0.101,0.165,10,0,10,338.68
03-07-2024,02:50,0,0.35,0.117,0.113,0.177,0.27,10,0,10,339.03
03-07-2024,02:55,0,0.35,0.096,0.19,0.106,0.122,10,0,10,339.38
03-07-2024,03:00,0,0.35,0.099,0.187,0.002,0.096,10,0,10,339.73
03-07-2024,03:05,0,0.36,0.135,0.141,0.178,0.052,10,0,10,340.09
03-07-2024,03:11,0,0.36,0.114,0.023,0.15,0.003,10,0,10,340.45
03-07-2024,03:16,0,0.36,0.037,0.004,0.062,0,10,0,10,340.81
03-07-2024,03:22,0,0.36,0.029,0.161,0.007,0.136,10,0,10,341.17
03-07-2024,03:27,0,0.36,0.171,0.067,0.094,0.067,10,0,10,341.53
03-07-2024,03:33,0,0.35,0.12,0.024,0.035,0.14,10,0,10,341.88
03-07-2024,03:38,0,0.36,0.238,0.047,0.097,0.117,10,0,10,342.24
03-07-2024,03:43,0,0.36,0.062,0.039,0.046,0.102,10,0,10,342.6
03-07-2024,03:49,0,0.36,0.077,0.138,0.092,0.044,10,0,10,342.96
03-07-2024,03:55,0,0.36,0.166,0.221,0.045,0.057,10,0,10,343.32
03-07-2024,04:00,0,0.35,0.149,0.066,0.112,0.013,10,0,10,343.67
03-07-2024,04:05,0,0.36,0.186,0.153,0.032,0.151,19.29775281,0,19.29775281,344.03
03-07-2024,04:10,0,0.36,0.018,0.154,0.102,0.123,19.29775281,0,19.29775281,344.39
03-07-2024,04:15,0,0.35,0.233,0.039,0.243,0.038,19.29775281,0,19.29775281,344.74
03-07-2024,04:21,0,0.34,0.061,0.002,0.048,0.08,19.29775281,0,19.29775281,345.08
03-07-2024,04:26,0,0.33,0.061,0.102,0.092,0.123,19.29775281,0,19.29775281,345.41
03-07-2024,04:32,0,0.34,0.213,0.116,0.106,0.172,19.29775281,0,19.29775281,345.75
03-07-2024,04:37,0,0.33,0.106,0.054,0.015,0.118,19.29775281,0,19.29775281,346.08
03-07-2024,04:43,0,0.33,0.067,0.016,0.16,0.145,19.29775281,0,19.29775281,346.41
03-07-2024,04:48,0,0.33,0.226,0.026,0.051,0.062,19.29775281,0,19.29775281,346.74
03-07-2024,04:53,0,0.34,0.155,0.056,0.114,0.01,19.29775281,0,19.29775281,347.08
03-07-2024,04:58,0,0.34,0.071,0.044,0.048,0.054,19.29775281,0,19.29775281,347.42
03-07-2024,05:03,0,0.41,0.007,0.069,0.095,0.059,19.29775281,0,19.29775281,347.83
03-07-2024,05:08,0,0.42,0.008,0.004,0.111,0.07,19.29775281,0,19.29775281,348.25
03-07-2024,05:13,0,0.42,0.133,0.13,0.028,0.054,19.29775281,0,19.29775281,348.67
03-07-2024,05:19,0,0.42,0.004,0.159,0.115,0.043,19.29775281,0,19.29775281,349.09
03-07-2024,05:25,0,0.45,0.263,0.026,0.064,0.12,19.29775281,0,19.29775281,349.54
03-07-2024,05:30,0,0.43,0.027,0.339,0.225,0.068,24.41011236,0,24.41011236,349.97
03-07-2024,05:35,0,0.43,0.113,0.014,0.016,0.009,24.41011236,0,24.41011236,350.4
03-07-2024,05:40,0,0.6,0.049,0.027,0.487,0.087,24.41011236,0,24.41011236,351
03-07-2024,05:45,0,0.45,0.007,0.027,0.18,0.25,24.41011236,0,24.41011236,351.45
03-07-2024,05:51,0,0.37,0.003,0.029,0.03,0.146,24.41011236,0,24.41011236,351.82
03-07-2024,05:56,0,0.36,0.096,0.032,0.002,0.013,24.41011236,0,24.41011236,352.18
03-07-2024,05:57,0,0.37,0.137,0.108,0.092,0.058,24.41011236,0,24.41011236,352.55
03-07-2024,06:00,0,0.38,0.095,0.079,0.168,0.046,24.41011236,0,24.41011236,352.93
03-07-2024,06:01,0,0.38,0.033,0.114,0.128,0.277,19.29775281,0,19.29775281,353.31
03-07-2024,06:03,0,0.39,0.068,0.007,0.074,0.156,19.29775281,0,19.29775281,353.7
03-07-2024,06:05,0,0.39,0.053,0.219,0.015,0.027,19.29775281,0,19.29775281,354.09
03-07-2024,06:06,0,0.39,0.243,0.142,0.074,0.186,19.29775281,0,19.29775281,354.48
03-07-2024,06:07,-0.1,,,,,,19.29775281,-0.1,19.29775281,354.48
03-07-2024,06:10,0,0.37,0.267,0.134,0.022,0.053,19.29775281,0,19.29775281,354.85
03-07-2024,06:11,-0.1,,,,,,19.29775281,-0.1,19.29775281,354.85
03-07-2024,06:13,0,0.37,0.143,0.026,0.048,0.001,19.29775281,0,19.29775281,355.22
03-07-2024,06:16,0,0.37,0.034,0.034,0.101,0.038,19.29775281,0,19.29775281,355.59
03-07-2024,06:17,0,0.37,0.117,0.272,0.018,0.157,19.29775281,0,19.29775281,355.96
03-07-2024,06:19,-0.1,,,,,,19.29775281,-0.1,19.29775281,355.96
03-07-2024,06:22,0,0.36,0.022,0.126,0.048,0.296,19.29775281,0,19.29775281,356.32
03-07-2024,06:24,0,0.36,0.034,0.218,0.082,0.162,19.29775281,0,19.29775281,356.68
03-07-2024,06:25,0,0.35,0.161,0.124,0.12,0.016,19.29775281,0,19.29775281,357.03
03-07-2024,06:28,0,0.35,0.113,0.159,0.036,0.006,19.29775281,0,19.29775281,357.38
03-07-2024,06:30,0,0.35,0.092,0.145,0.033,0.201,19.29775281,0,19.29775281,357.73
03-07-2024,06:31,0,0.35,0.003,0.028,0.016,0.085,19.29775281,0,19.29775281,358.08
03-07-2024,06:34,-0.1,,,,,,19.29775281,-0.1,19.29775281,358.08
03-07-2024,06:36,-0.1,,,,,,19.29775281,-0.1,19.29775281,358.08
03-07-2024,06:38,-0.1,,,,,,19.29775281,-0.1,19.29775281,358.08
03-07-2024,06:39,0.1,0.34,0.084,0.029,0.111,0.168,19.29775281,0.1,19.29775281,358.42
03-07-2024,06:41,0.1,0.35,0.13,0.081,0.063,0.047,19.29775281,0.1,19.29775281,358.77
03-07-2024,06:43,0.1,0.35,0.015,0.06,0.113,0.017,19.29775281,0.1,19.29775281,359.12
03-07-2024,06:44,0.1,0.35,0.026,0.095,0.124,0.029,19.29775281,0.1,19.29775281,359.47
03-07-2024,06:46,0.1,0.35,0.049,0.21,0.146,0.061,19.29775281,0.1,19.29775281,359.82
03-07-2024,06:47,0.1,0.35,0.236,0.133,0.003,0.064,19.29775281,0.1,19.29775281,360.17
03-07-2024,06:48,0.1,0.34,0.077,0.185,0.247,0.149,19.29775281,0.1,19.29775281,360.51
03-07-2024,06:51,0.1,0.35,0.071,0.049,0.012,0.199,19.29775281,0.1,19.29775281,360.86
03-07-2024,06:52,0.1,0.35,0.152,0.02,0.191,0.012,19.29775281,0.1,19.29775281,361.21
03-07-2024,06:54,0.1,0.36,0.044,0.054,0.134,0.199,19.29775281,0.1,19.29775281,361.57
03-07-2024,06:58,-0.1,,,,,,19.29775281,-0.1,19.29775281,361.57
03-07-2024,06:59,0.1,0.34,0.051,0.016,0.004,0.005,19.29775281,0.1,19.29775281,361.91
03-07-2024,07:00,0.1,0.35,0.101,0.185,0.044,0.169,19.29775281,0.1,19.29775281,362.26
03-07-2024,07:03,0.1,0.35,0.105,0.147,0.123,0.01,19.29775281,0.1,19.29775281,362.61
03-07-2024,07:05,-0.1,,,,,,19.29775281,-0.1,19.29775281,362.61
03-07-2024,07:06,0.1,0.35,0.051,0.02,0.193,0.13,19.29775281,0.1,19.29775281,362.96
03-07-2024,07:09,-0.1,,,,,,19.29775281,-0.1,19.29775281,362.96
03-07-2024,07:10,0.1,0.36,0.158,0.004,0.067,0.028,19.29775281,0.1,19.29775281,363.32
03-07-2024,07:12,0.1,0.35,0.223,0.152,0.072,0.012,19.29775281,0.1,19.29775281,363.67
03-07-2024,07:13,0.1,0.35,0.032,0.066,0.079,0.162,19.29775281,0.1,19.29775281,364.02
03-07-2024,07:15,0.1,0.38,0.126,0.051,0.064,0.195,19.29775281,0.1,19.29775281,364.4
03-07-2024,07:18,0.1,0.36,0.287,0.096,0.091,0.149,19.29775281,0.1,19.29775281,364.76
03-07-2024,07:19,-0.1,,,,,,19.29775281,-0.1,19.29775281,364.76
03-07-2024,07:21,-0.1,,,,,,19.29775281,-0.1,19.29775281,364.76
03-07-2024,07:23,0.1,0.36,0.156,0.165,0.083,0.051,19.29775281,0.1,19.29775281,365.12
03-07-2024,07:25,0.1,0.36,0,0.219,0.007,0.008,19.29775281,0.1,19.29775281,365.48
03-07-2024,07:27,0.2,0.36,0.23,0.122,0.064,0.107,19.29775281,0.2,19.29775281,365.84
03-07-2024,07:28,0.2,0.36,0.001,0.148,0.004,0.002,19.29775281,0.2,19.29775281,366.2
03-07-2024,07:30,0.2,0.34,0.02,0.006,0.282,0.157,19.29775281,0.2,19.29775281,366.54
03-07-2024,07:31,0.2,0.35,0.085,0.165,0.143,0.206,19.29775281,0.2,19.29775281,366.89
03-07-2024,07:33,-0.1,,,,,,19.29775281,-0.1,19.29775281,366.89
03-07-2024,07:34,0.2,0.34,0.119,0.083,0.091,0.007,19.29775281,0.2,19.29775281,367.23
03-07-2024,07:36,0.2,0.33,0.051,0.131,0.078,0.025,19.29775281,0.2,19.29775281,367.56
03-07-2024,07:39,0.2,0.33,0.001,0.009,0.17,0.115,19.29775281,0.2,19.29775281,367.89
03-07-2024,07:40,-0.1,,,,,,19.29775281,-0.1,19.29775281,367.89
03-07-2024,07:41,0.2,0.33,0.163,0.124,0.008,0.151,19.29775281,0.2,19.29775281,368.22
03-07-2024,07:42,0.2,0.33,0.025,0.044,0.065,0.091,19.29775281,0.2,19.29775281,368.55
03-07-2024,07:44,0.2,0.34,0.049,0.113,0.174,0.115,19.29775281,0.2,19.29775281,368.89
03-07-2024,07:47,0.2,0.34,0.029,0.009,0.026,0.074,19.29775281,0.2,19.29775281,369.23
03-07-2024,07:48,-0.1,,,,,,19.29775281,-0.1,19.29775281,369.23
03-07-2024,07:49,0.2,0.34,0.143,0.074,0.006,0.157,19.29775281,0.2,19.29775281,369.57
03-07-2024,07:53,0.2,0.34,0.069,0.095,0.025,0.136,19.29775281,0.2,19.29775281,369.91
03-07-2024,07:54,0.2,0.32,0.053,0.058,0.14,0.15,19.29775281,0.2,19.29775281,370.23
03-07-2024,07:55,0.2,0.33,0.038,0.278,0.035,0.025,19.29775281,0.2,19.29775281,370.56
03-07-2024,07:59,-0.1,,,,,,19.29775281,-0.1,19.29775281,370.56
03-07-2024,08:01,-0.1,,,,,,24.41011236,-0.1,24.41011236,370.56
03-07-2024,08:02,0.2,0.34,0.058,0.091,0.101,0.008,24.41011236,0.2,24.41011236,370.9
03-07-2024,08:04,0.2,0.33,0.029,0.214,0.073,0.032,24.41011236,0.2,24.41011236,371.23
03-07-2024,08:06,0.2,0.33,0.109,0.156,0.047,0.194,24.41011236,0.2,24.41011236,371.56
03-07-2024,08:07,0.2,0.36,0.094,0.091,0.219,0.101,24.41011236,0.2,24.41011236,371.92
03-07-2024,08:10,0.2,0.36,0.102,0.013,0.021,0.165,24.41011236,0.2,24.41011236,372.28
03-07-2024,08:11,0.2,0.36,0.143,0.038,0.05,0.134,24.41011236,0.2,24.41011236,372.64
03-07-2024,08:13,0.2,0.36,0.086,0.229,0.097,0.198,24.41011236,0.2,24.41011236,373
03-07-2024,08:14,0.2,0.35,0.038,0.039,0.08,0.07,24.41011236,0.2,24.41011236,373.35
03-07-2024,08:15,0.3,0.35,0.118,0.062,0.121,0.049,24.41011236,0.3,24.41011236,373.7
03-07-2024,08:20,-0.1,,,,,,24.41011236,-0.1,24.41011236,373.7
03-07-2024,08:21,0.3,0.35,0.051,0.126,0.007,0.116,24.41011236,0.3,24.41011236,374.05
03-07-2024,08:22,0.3,0.35,0.193,0.023,0.007,0.036,24.41011236,0.3,24.41011236,374.4
03-07-2024,08:25,0.3,0.37,0.038,0.237,0.018,0.085,24.41011236,0.3,24.41011236,374.77
03-07-2024,08:26,0.3,0.37,0.069,0.053,0.022,0.011,24.41011236,0.3,24.41011236,375.14
03-07-2024,08:28,-0.1,,,,,,24.41011236,-0.1,24.41011236,375.14
03-07-2024,08:31,-0.1,,,,,,24.41011236,-0.1,24.41011236,375.14
03-07-2024,08:33,0.3,0.37,0.019,0.087,0.308,0.01,24.41011236,0.3,24.41011236,375.51
03-07-2024,08:35,0.3,0.38,0.303,0.026,0.078,0.279,24.41011236,0.3,24.41011236,375.89
03-07-2024,08:37,0.3,0.37,0.013,0.104,0.007,0.154,24.41011236,0.3,24.41011236,376.26
03-07-2024,08:38,0.3,0.37,0.159,0.075,0.052,0.036,24.41011236,0.3,24.41011236,376.63
03-07-2024,08:39,-0.1,,,,,,24.41011236,-0.1,24.41011236,376.63
03-07-2024,08:42,0.3,0.39,0.01,0.026,0.208,0.162,24.41011236,0.3,24.41011236,377.02
03-07-2024,08:44,-0.1,,,,,,24.41011236,-0.1,24.41011236,377.02
03-07-2024,08:45,0.3,0.39,0.082,0.171,0.019,0.134,24.41011236,0.3,24.41011236,377.41
03-07-2024,08:46,0.3,0.39,0.085,0.212,0.128,0.079,24.41011236,0.3,24.41011236,377.8
03-07-2024,08:48,-0.1,,,,,,24.41011236,-0.1,24.41011236,377.8
03-07-2024,08:50,-0.1,,,,,,24.41011236,-0.1,24.41011236,377.8
03-07-2024,08:52,0.3,0.37,0.049,0.051,0.061,0.107,24.41011236,0.3,24.41011236,378.17
03-07-2024,08:53,0.3,0.39,0.158,0.038,0.104,0.183,24.41011236,0.3,24.41011236,378.56
03-07-2024,08:55,0.3,0.39,0.156,0.027,0.191,0.105,24.41011236,0.3,24.41011236,378.95
03-07-2024,08:56,-0.1,,,,,,24.41011236,-0.1,24.41011236,378.95
03-07-2024,08:58,0.3,0.32,0.14,0.041,0.037,0.01,24.41011236,0.3,24.41011236,379.27
03-07-2024,08:59,0.3,0.33,0.147,0.25,0.152,0.045,24.41011236,0.3,24.41011236,379.6
03-07-2024,09:02,0.3,0.32,0.197,0.129,0.156,0.099,24.41011236,0.3,24.41011236,379.92
03-07-2024,09:03,0.3,0.33,0.119,0.199,0.083,0.11,24.41011236,0.3,24.41011236,380.25
03-07-2024,09:05,0.3,0.35,0.142,0.042,0.021,0.086,24.41011236,0.3,24.41011236,380.6
03-07-2024,09:06,0.4,0.34,0.021,0.06,0.013,0.02,24.41011236,0.4,24.41011236,380.94
03-07-2024,09:07,0.4,0.34,0.005,0.025,0.036,0.038,24.41011236,0.4,24.41011236,381.28
03-07-2024,09:09,0.4,0.34,0.089,0.119,0.011,0.05,24.41011236,0.4,24.41011236,381.62
03-07-2024,09:10,0.4,0.33,0.095,0.071,0.061,0.221,24.41011236,0.4,24.41011236,381.95
03-07-2024,09:13,0.4,0.33,0.112,0.016,0.059,0.199,24.41011236,0.4,24.41011236,382.28
03-07-2024,09:15,0.4,0.35,0.107,0.066,0.24,0.106,24.41011236,0.4,24.41011236,382.63
03-07-2024,09:16,0.4,0.33,0.038,0.046,0.048,0.06,24.41011236,0.4,24.41011236,382.96
03-07-2024,09:19,0.4,0.34,0.181,0.057,0.017,0.051,24.41011236,0.4,24.41011236,383.3
03-07-2024,09:20,-0.1,,,,,,24.41011236,-0.1,24.41011236,383.3
03-07-2024,09:23,-0.1,,,,,,24.41011236,-0.1,24.41011236,383.3
03-07-2024,09:24,0.4,0.35,0.106,0.122,0.179,0.058,24.41011236,0.4,24.41011236,383.65
03-07-2024,09:26,0.4,0.36,0.081,0.087,0.094,0.052,24.41011236,0.4,24.41011236,384.01
03-07-2024,09:27,0.4,0.36,0.143,0.144,0.11,0.056,24.41011236,0.4,24.41011236,384.37
03-07-2024,09:29,-0.1,,,,,,24.41011236,-0.1,24.41011236,384.37
03-07-2024,09:30,0.4,0.36,0.17,0.145,0.237,0.078,24.41011236,0.4,24.41011236,384.73
03-07-2024,09:31,0.4,0.36,0.063,0.052,0.223,0.054,24.41011236,0.4,24.41011236,385.09
03-07-2024,09:34,0.4,0.37,0.247,0.057,0.159,0.045,24.41011236,0.4,24.41011236,385.46
03-07-2024,09:35,0.4,0.36,0.107,0.284,0.061,0.021,24.41011236,0.4,24.41011236,385.82
03-07-2024,09:36,0.4,0.41,0.021,0.007,0.019,0.013,24.41011236,0.4,24.41011236,386.23
03-07-2024,09:40,0.4,0.43,0.218,0.243,0.075,0.225,24.41011236,0.4,24.41011236,386.66
03-07-2024,09:41,0.4,0.4,0.034,0.148,0.008,0.024,24.41011236,0.4,24.41011236,387.06
03-07-2024,09:42,0.4,0.4,0.299,0.095,0.242,0.287,24.41011236,0.4,24.41011236,387.46
03-07-2024,09:46,0.4,0.4,0.15,0.122,0.168,0.169,24.41011236,0.4,24.41011236,387.86
03-07-2024,09:47,0.4,0.46,0.002,0.284,0.116,0.007,24.41011236,0.4,24.41011236,388.32
03-07-2024,09:48,0.4,0.46,0.138,0.189,0.127,0.346,24.41011236,0.4,24.41011236,388.78
03-07-2024,09:52,0.4,0.47,0.036,0.259,0.194,0.002,24.41011236,0.4,24.41011236,389.25
03-07-2024,09:53,0.5,0.44,0.013,0.295,0.251,0.225,24.41011236,0.5,24.41011236,389.69
03-07-2024,09:55,-0.1,,,,,,24.41011236,-0.1,24.41011236,389.69
03-07-2024,09:56,0.5,0.45,0.045,0.006,0.01,0.101,24.41011236,0.5,24.41011236,390.14
03-07-2024,09:57,0.5,0.62,0.144,0.107,0.074,0.205,24.41011236,0.5,24.41011236,390.76
03-07-2024,10:00,0.5,0.45,0.128,0.176,0.062,0.062,24.41011236,0.5,24.41011236,391.21
03-07-2024,10:01,0.5,0.59,0.115,0.062,0.191,0.059,24.41011236,0.5,24.41011236,391.8
03-07-2024,10:03,0.5,0.71,0.044,0.015,0.104,0.147,24.41011236,0.5,24.41011236,392.51
03-07-2024,10:05,-0.1,,,,,,24.41011236,-0.1,24.41011236,392.51
03-07-2024,10:06,0.5,0.46,0.155,0.005,0.262,0.169,24.41011236,0.5,24.41011236,392.97
03-07-2024,10:07,0.5,0.64,0.038,0.224,0.221,0.149,24.41011236,0.5,24.41011236,393.61
03-07-2024,10:08,0.5,0.71,0.262,0.025,0.117,0.394,24.41011236,0.5,24.41011236,394.32
03-07-2024,10:11,0.5,0.44,0.051,0.227,0.405,0.007,24.41011236,0.5,24.41011236,394.76
03-07-2024,10:13,0.5,0.45,0.122,0.049,0.087,0.185,24.41011236,0.5,24.41011236,395.21
03-07-2024,10:14,-0.1,,,,,,24.41011236,-0.1,24.41011236,395.21
03-07-2024,10:17,0.5,0.6,0.034,0.105,0.072,0.165,24.41011236,0.5,24.41011236,395.81
03-07-2024,10:19,0.5,0.7,0.289,0.311,0.044,0.002,24.41011236,0.5,24.41011236,396.51
03-07-2024,10:20,-0.1,,,,,,24.41011236,-0.1,24.41011236,396.51
03-07-2024,10:22,0.5,0.61,0.038,0.06,0.389,0.098,24.41011236,0.5,24.41011236,397.12
03-07-2024,10:25,0.5,0.46,0.073,0.035,0.024,0.195,24.41011236,0.5,24.41011236,397.58
03-07-2024,10:26,0.5,0.44,0.04,0.093,0.298,0.225,24.41011236,0.5,24.41011236,398.02
03-07-2024,10:27,0.5,0.42,0.04,0.205,0.035,0.07,24.41011236,0.5,24.41011236,398.44
03-07-2024,10:30,0.5,0.44,0.125,0.198,0.012,0.207,24.41011236,0.5,24.41011236,398.88
03-07-2024,10:31,0.5,0.44,0.044,0.064,0.049,0.042,24.41011236,0.5,24.41011236,399.32
03-07-2024,10:33,-0.1,,,,,,24.41011236,-0.1,24.41011236,399.32
03-07-2024,10:34,0.5,0.49,0.07,0.048,0.024,0.027,24.41011236,0.5,24.41011236,399.81
03-07-2024,10:35,0.5,0.45,0.04,0.143,0.149,0.134,24.41011236,0.5,24.41011236,400.26
03-07-2024,10:38,0.5,0.47,0.188,0.031,0.057,0.07,24.41011236,0.5,24.41011236,400.73
03-07-2024,10:40,-0.1,,,,,,24.41011236,-0.1,24.41011236,400.73
03-07-2024,10:41,0.6,0.51,0.075,0.061,0.083,0.129,24.41011236,0.6,24.41011236,401.24
03-07-2024,10:43,0.6,0.51,0.224,0.045,0.376,0.155,24.41011236,0.6,24.41011236,401.75
03-07-2024,10:45,0.6,0.51,0.333,0.045,0.281,0.235,24.41011236,0.6,24.41011236,402.26
03-07-2024,10:46,0.6,0.51,0.346,0.026,0.083,0.092,24.41011236,0.6,24.41011236,402.77
03-07-2024,10:48,-0.1,,,,,,24.41011236,-0.1,24.41011236,402.77
03-07-2024,10:50,-0.1,,,,,,24.41011236,-0.1,24.41011236,402.77
03-07-2024,10:52,0.6,0.55,0.065,0.078,0.037,0.044,24.41011236,0.6,24.41011236,403.32
03-07-2024,10:53,0.6,0.56,0.171,0.08,0.033,0.027,24.41011236,0.6,24.41011236,403.88
03-07-2024,10:55,0.6,0.55,0.166,0.273,0.064,0.045,24.41011236,0.6,24.41011236,404.43
03-07-2024,10:57,-0.1,,,,,,24.41011236,-0.1,24.41011236,404.43
03-07-2024,10:58,-0.1,,,,,,24.41011236,-0.1,24.41011236,404.43
03-07-2024,11:01,0.6,0.65,0.08,0.004,0.291,0.25,24.41011236,0.6,24.41011236,405.08
03-07-2024,11:03,0.6,0.56,0.042,0.151,0.209,0.144,24.41011236,0.6,24.41011236,405.64
03-07-2024,11:04,0.6,0.57,0.124,0.113,0.16,0.02,24.41011236,0.6,24.41011236,406.21
03-07-2024,11:05,0.6,0.59,0.199,0.259,0.283,0.041,24.41011236,0.6,24.41011236,406.8
03-07-2024,11:07,-0.1,,,,,,24.41011236,-0.1,24.41011236,406.8
03-07-2024,11:10,-0.1,,,,,,24.41011236,-0.1,24.41011236,406.8
03-07-2024,11:11,0.6,0.53,0.022,0.15,0.229,0.212,24.41011236,0.6,24.41011236,407.33
03-07-2024,11:13,-0.1,,,,,,24.41011236,-0.1,24.41011236,407.33
03-07-2024,11:16,0.6,0.55,0.099,0.12,0.104,0.071,24.41011236,0.6,24.41011236,407.88
03-07-2024,11:17,-0.1,,,,,,24.41011236,-0.1,24.41011236,407.88
03-07-2024,11:20,-0.1,,,,,,24.41011236,-0.1,24.41011236,407.88
03-07-2024,11:21,0.6,0.54,0.299,0.059,0.043,0.397,24.41011236,0.6,24.41011236,408.42
03-07-2024,11:22,0.6,0.53,0.224,0.03,0.143,0.228,24.41011236,0.6,24.41011236,408.95
03-07-2024,11:24,0.6,0.55,0.395,0.06,0.072,0.243,24.41011236,0.6,24.41011236,409.5
03-07-2024,11:25,0.6,0.56,0.072,0.158,0.339,0.19,24.41011236,0.6,24.41011236,410.06
03-07-2024,11:28,-0.1,,,,,,24.41011236,-0.1,24.41011236,410.06
03-07-2024,11:30,0.7,0.42,0.093,0.03,0.072,0.028,24.41011236,0.7,24.41011236,410.48
03-07-2024,11:31,0.7,0.41,0.13,0.101,0.201,0.28,24.41011236,0.7,24.41011236,410.89
03-07-2024,11:34,0.7,0.42,0.123,0.041,0.006,0.003,24.41011236,0.7,24.41011236,411.31
03-07-2024,11:36,0.7,0.41,0.011,0.049,0.258,0.012,24.41011236,0.7,24.41011236,411.72
03-07-2024,11:37,-0.1,,,,,,24.41011236,-0.1,24.41011236,411.72
03-07-2024,11:40,-0.1,,,,,,24.41011236,-0.1,24.41011236,411.72
03-07-2024,11:41,-0.1,,,,,,24.41011236,-0.1,24.41011236,411.72
03-07-2024,11:43,-0.1,,,,,,24.41011236,-0.1,24.41011236,411.72
03-07-2024,11:45,0.7,0.41,0.01,0.017,0.047,0.091,24.41011236,0.7,24.41011236,412.13
03-07-2024,11:47,-0.1,,,,,,24.41011236,-0.1,24.41011236,412.13
03-07-2024,11:48,0.7,0.4,0.123,0.303,0.138,0.003,24.41011236,0.7,24.41011236,412.53
03-07-2024,11:50,-0.1,,,,,,24.41011236,-0.1,24.41011236,412.53
03-07-2024,11:51,0.7,0.39,0.065,0.198,0.024,0.011,24.41011236,0.7,24.41011236,412.92
03-07-2024,11:53,-0.1,,,,,,24.41011236,-0.1,24.41011236,412.92
03-07-2024,11:54,0.7,0.4,0.144,0.014,0.23,0.039,24.41011236,0.7,24.41011236,413.32
03-07-2024,11:55,0.7,0.4,0.117,0.112,0.108,0.276,24.41011236,0.7,24.41011236,413.72
03-07-2024,11:57,0.7,0.42,0.208,0.194,0.163,0.184,24.41011236,0.7,24.41011236,414.14
03-07-2024,12:00,0.7,0.42,0.076,0.059,0.043,0.047,24.41011236,0.7,24.41011236,414.56
03-07-2024,12:01,0.7,0.42,0.122,0.026,0.206,0.211,24.41011236,0.7,24.41011236,414.98
03-07-2024,12:03,0.7,0.42,0.11,0.105,0.221,0.185,24.41011236,0.7,24.41011236,415.4
03-07-2024,12:04,0.7,0.41,0.046,0.116,0.047,0.087,24.41011236,0.7,24.41011236,415.81
03-07-2024,12:05,0.7,0.41,0.027,0.033,0.048,0.089,24.41011236,0.7,24.41011236,416.22
03-07-2024,12:09,0.7,0.49,0.048,0.151,0.017,0.209,24.41011236,0.7,24.41011236,416.71
03-07-2024,12:10,0.7,0.5,0.007,0.074,0.121,0.389,24.41011236,0.7,24.41011236,417.21
03-07-2024,12:12,-0.1,,,,,,24.41011236,-0.1,24.41011236,417.21
03-07-2024,12:13,0.7,0.49,0.079,0.123,0.025,0.141,24.41011236,0.7,24.41011236,417.7
03-07-2024,12:15,0.7,0.49,0.224,0.295,0.049,0.048,24.41011236,0.7,24.41011236,418.19
03-07-2024,12:17,0.8,0.48,0.292,0.033,0.257,0.24,24.41011236,0.8,24.41011236,418.67
03-07-2024,12:18,0.8,0.48,0.064,0.128,0.283,0.033,24.41011236,0.8,24.41011236,419.15
03-07-2024,12:20,0.8,0.49,0.132,0.01,0.137,0.118,24.41011236,0.8,24.41011236,419.64
03-07-2024,12:22,0.8,0.48,0.134,0.09,0.102,0.188,24.41011236,0.8,24.41011236,420.12
03-07-2024,12:23,0.8,0.49,0.016,0.011,0.036,0.295,24.41011236,0.8,24.41011236,420.61
03-07-2024,12:27,-0.1,,,,,,24.41011236,-0.1,24.41011236,420.61
03-07-2024,12:28,0.8,0.48,0.04,0.149,0.021,0.184,24.41011236,0.8,24.41011236,421.09
03-07-2024,12:30,0.8,0.48,0.081,0.167,0.071,0.034,24.41011236,0.8,24.41011236,421.57
03-07-2024,12:32,0.8,0.49,0.17,0.01,0.044,0.127,24.41011236,0.8,24.41011236,422.06
03-07-2024,12:34,-0.1,,,,,,24.41011236,-0.1,24.41011236,422.06
03-07-2024,12:35,-0.1,,,,,,24.41011236,-0.1,24.41011236,422.06
03-07-2024,12:37,0.8,0.48,0.351,0.029,0.06,0.091,24.41011236,0.8,24.41011236,422.54
03-07-2024,12:38,0.8,0.48,0.404,0.092,0.132,0.334,24.41011236,0.8,24.41011236,423.02
03-07-2024,12:41,0.8,0.48,0.036,0.21,0.021,0.008,24.41011236,0.8,24.41011236,423.5
03-07-2024,12:43,0.8,0.48,0.115,0.126,0.043,0.116,24.41011236,0.8,24.41011236,423.98
03-07-2024,12:44,0.8,0.48,0.198,0.059,0.237,0.249,24.41011236,0.8,24.41011236,424.46
03-07-2024,12:45,0.8,0.49,0.135,0.127,0.104,0.092,24.41011236,0.8,24.41011236,424.95
03-07-2024,12:47,0.8,0.48,0.154,0.086,0.016,0.015,19.29775281,0.8,19.29775281,425.43
03-07-2024,12:48,0.8,0.49,0.219,0.276,0.198,0.1,19.29775281,0.8,19.29775281,425.92
